0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2019-07-01 0:00,1,jeju,2,수집,공기질,습도,88.781,89.219,88.9562,355.781,4,0.467974358,0.219,,20190701,0,0,,
2019-07-01 0:00,1,jeju,2,수집,공기질,초미세먼지,6.98,9.02,8.496,33.98,4,0.877496439,0.77,,20190701,0,0,,
2019-07-01 0:00,1,jeju,2,수집,공기질,온도,20.263,21.537,20.7726,82.963,4,0.798122798,0.637,,20190701,0,0,,
2019-07-01 0:00,1,jeju,3,수집,공기질,습도,77.571,78.429,77.9142,311.571,4,0.654980916,0.429,,20190701,0,0,,
2019-07-01 0:00,1,jeju,3,수집,공기질,초미세먼지,4.403,18.597,10.1306,40.403,4,4.825401538,23.2845,,20190701,0,0,,
2019-07-01 0:00,1,jeju,3,수집,공기질,온도,22.988,23.612,23.2376,92.888,4,0.558569602,0.312,,20190701,0,0,,
2019-07-01 0:00,1,jeju,4,수집,공기질,습도,76.397,77.603,76.8794,307.397,4,0.776530746,0.603,,20190701,0,0,,
2019-07-01 0:00,1,jeju,4,수집,공기질,초미세먼지,7.651,20.349,12.1802,48.651,4,4.953433153,24.5365,,20190701,0,0,,
2019-07-01 0:00,1,jeju,4,수집,공기질,온도,23.399,24.601,23.8798,95.399,4,0.775241898,0.601,,20190701,0,0,,
2019-07-01 0:00,1,jeju,5,수집,공기질,습도,81.426,82.574,81.8852,327.426,4,0.757627877,0.574,,20190701,0,0,,
2019-07-01 0:00,1,jeju,5,수집,공기질,초미세먼지,5.458,13.542,9.8916,39.458,4,2.835842027,8.042,,20190701,0,0,,
2019-07-01 0:00,1,jeju,5,수집,공기질,온도,21.633,22.967,22.1666,88.533,4,0.81670068,0.667,,20190701,0,0,,
2019-07-01 0:00,1,jeju,6,수집,공기질,습도,87.67,89.33,88.434,353.67,4,0.761577311,0.58,,20190701,0,0,,
2019-07-01 0:00,1,jeju,6,수집,공기질,초미세먼지,6.725,27.275,16.695,66.725,4,7.103696221,50.4625,,20190701,0,0,,
2019-07-01 0:00,1,jeju,6,수집,공기질,온도,20.42,20.78,20.564,82.22,4,0.424264069,0.18,,20190701,0,0,,
2019-07-01 0:00,1,jeju,7,수집,공기질,습도,87.398,89.602,88.6296,354.398,4,0.888538125,0.7895,,20190701,0,0,,
2019-07-01 0:00,1,jeju,7,수집,공기질,초미세먼지,0.422,3.578,2.1344,8.422,4,1.124944443,1.2655,,20190701,0,0,,
2019-07-01 0:00,1,jeju,7,수집,공기질,온도,21.034,21.566,21.2468,84.934,4,0.515751878,0.266,,20190701,0,0,,
2019-07-01 0:00,1,jeju,8,수집,공기질,습도,77.858,81.142,79.9716,319.858,4,1.281405478,1.642,,20190701,0,0,,
2019-07-01 0:00,1,jeju,8,수집,공기질,초미세먼지,15.913,34.087,25.2326,100.913,4,6.385491367,40.7745,,20190701,0,0,,
2019-07-01 0:00,1,jeju,8,수집,공기질,온도,16.441,17.059,16.7232,66.841,4,0.510759239,0.260875,,20190701,0,0,,
2019-07-01 0:00,1,jeju,9,수집,공기질,습도,48.625,49.375,48.925,195.625,4,0.612372436,0.375,,20190701,0,0,,
2019-07-01 0:00,1,jeju,9,수집,공기질,초미세먼지,14.703,20.297,16.9406,67.703,4,1.948589233,3.797,,20190701,0,0,,
2019-07-01 0:00,1,jeju,9,수집,공기질,온도,19.506,20.794,20.0062,79.906,4,0.771929401,0.595875,,20190701,0,0,,
2019-07-01 0:00,1,jeju,10,수집,공기질,습도,75.722,77.278,76.4444,305.722,4,0.726636085,0.528,,20190701,0,0,,
2019-07-01 0:00,1,jeju,10,수집,공기질,초미세먼지,4.484,7.516,5.6468,22.484,4,1.097041476,1.2035,,20190701,0,0,,
2019-07-01 0:00,1,jeju,10,수집,공기질,온도,23.134,23.466,23.2668,93.034,4,0.407430976,0.166,,20190701,0,0,,
2019-07-01 0:00,1,jeju,11,수집,공기질,습도,85.932,86.068,85.9864,343.932,4,0.260768096,0.068,,20190701,0,0,,
2019-07-01 0:00,1,jeju,11,수집,공기질,초미세먼지,4.535,7.465,5.657,22.535,4,1.073545528,1.1525,,20190701,0,0,,
2019-07-01 0:00,1,jeju,11,수집,공기질,온도,21.726,22.074,21.8652,87.426,4,0.417133072,0.174,,20190701,0,0,,
2019-07-01 0:00,1,jeju,12,수집,공기질,습도,83.701,85.299,84.1902,336.701,4,0.69749552,0.4865,,20190701,0,0,,
2019-07-01 0:00,1,jeju,12,수집,공기질,초미세먼지,7.985,10.015,8.997,35.985,4,0.717635005,0.515,,20190701,0,0,,
2019-07-01 0:00,1,jeju,12,수집,공기질,온도,22.158,23.542,22.6966,90.658,4,0.80241822,0.643875,,20190701,0,0,,
2019-07-01 0:00,1,jeju,13,수집,공기질,습도,86.541,88.459,87.1582,348.541,4,0.804052237,0.6465,,20190701,0,0,,
2019-07-01 0:00,1,jeju,13,수집,공기질,초미세먼지,2.53,12.47,7.406,29.53,4,3.423448554,11.72,,20190701,0,0,,
2019-07-01 0:00,1,jeju,13,수집,공기질,온도,21.256,21.544,21.3712,85.456,4,0.379473319,0.144,,20190701,0,0,,
2019-07-01 0:00,1,jeju,14,수집,공기질,습도,75.843,76.157,75.9686,303.843,4,0.396232255,0.157,,20190701,0,0,,
2019-07-01 0:00,1,jeju,14,수집,공기질,초미세먼지,5.572,10.428,8.4144,33.572,4,1.636459593,2.678,,20190701,0,0,,
2019-07-01 0:00,1,jeju,14,수집,공기질,온도,23.45,24.35,23.805,95.15,4,0.597390157,0.356875,,20190701,0,0,,
2019-07-01 0:00,1,jeju,15,수집,공기질,습도,93.941,94.059,93.9882,375.941,4,0.242899156,0.059,,20190701,0,0,,
2019-07-01 0:00,1,jeju,15,수집,공기질,초미세먼지,3.597,6.403,5.1694,20.597,4,1.04427008,1.0905,,20190701,0,0,,
2019-07-01 0:00,1,jeju,15,수집,공기질,온도,19.193,20.407,19.6786,78.593,4,0.779102047,0.607,,20190701,0,0,,
2019-07-01 0:00,1,jeju,16,수집,공기질,습도,84.673,85.327,84.9346,339.673,4,0.571839138,0.327,,20190701,0,0,,
2019-07-01 0:00,1,jeju,16,수집,공기질,초미세먼지,3.364,7.636,5.1228,20.364,4,1.524303119,2.3235,,20190701,0,0,,
2019-07-01 0:00,1,jeju,16,수집,공기질,온도,21.484,22.116,21.7368,86.884,4,0.562138773,0.316,,20190701,0,0,,
2019-07-01 0:00,1,jeju,17,수집,공기질,습도,83.433,84.567,83.8866,335.433,4,0.752994024,0.567,,20190701,0,0,,
2019-07-01 0:00,1,jeju,17,수집,공기질,초미세먼지,6.605,9.395,7.921,31.605,4,0.946044396,0.895,,20190701,0,0,,
2019-07-01 0:00,1,jeju,17,수집,공기질,온도,21.796,22.804,22.1992,88.696,4,0.709929574,0.504,,20190701,0,0,,
2019-07-01 0:00,1,jeju,18,수집,공기질,습도,81.579,82.421,81.9158,327.579,4,0.648845128,0.421,,20190701,0,0,,
2019-07-01 0:00,1,jeju,18,수집,공기질,초미세먼지,2.989,4.011,3.2478,12.989,4,0.445533388,0.1985,,20190701,0,0,,
