0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2019-10-01 0:00,1,jeju,2,수집,공기질,습도,88.924,89.076,88.9848,355.924,4,0.275680975,0.076,,20191001,0,0,,
2019-10-01 0:00,1,jeju,2,수집,공기질,초미세먼지,2.533,4.467,3.1566,12.533,4,0.809011743,0.6545,,20191001,0,0,,
2019-10-01 0:00,1,jeju,2,수집,공기질,온도,21.879,23.221,22.4508,89.679,4,0.789224303,0.622875,,20191001,0,0,,
2019-10-01 0:00,1,jeju,3,수집,공기질,습도,82.491,84.509,83.4982,417.491,5,0.865447861,0.749,,20191001,0,0,,
2019-10-01 0:00,1,jeju,3,수집,공기질,초미세먼지,11.508,25.492,17.3016,86.508,5,4.328048059,18.732,,20191001,0,0,,
2019-10-01 0:00,1,jeju,3,수집,공기질,온도,22.883,23.817,23.2766,116.383,5,0.647610994,0.4194,,20191001,0,0,,
2019-10-01 0:00,1,jeju,4,수집,공기질,습도,88.899,89.101,88.9798,355.899,4,0.317804972,0.101,,20191001,0,0,,
2019-10-01 0:00,1,jeju,4,수집,공기질,초미세먼지,7.487,12.513,10.3974,41.487,4,1.662227421,2.763,,20191001,0,0,,
2019-10-01 0:00,1,jeju,4,수집,공기질,온도,21.813,23.087,22.3326,89.213,4,0.767789034,0.5895,,20191001,0,0,,
2019-10-01 0:00,1,jeju,5,수집,공기질,습도,76.318,78.682,77.1136,308.318,4,0.932469839,0.8695,,20191001,0,0,,
2019-10-01 0:00,1,jeju,5,수집,공기질,초미세먼지,6.59,8.41,7.168,28.59,4,0.772981242,0.5975,,20191001,0,0,,
2019-10-01 0:00,1,jeju,5,수집,공기질,온도,26.211,27.489,26.7072,106.711,4,0.76868394,0.590875,,20191001,0,0,,
2019-10-01 0:00,1,jeju,6,수집,공기질,습도,87.765,89.235,88.703,354.765,4,0.65,0.4225,,20191001,0,0,,
2019-10-01 0:00,1,jeju,6,수집,공기질,초미세먼지,10.841,27.159,16.2182,64.841,4,6.391126661,40.8465,,20191001,0,0,,
2019-10-01 0:00,1,jeju,6,수집,공기질,온도,20.533,21.867,21.0666,84.133,4,0.81670068,0.667,,20191001,0,0,,
2019-10-01 0:00,1,jeju,7,수집,공기질,습도,90.834,91.166,90.9668,363.834,4,0.407430976,0.166,,20191001,0,0,,
2019-10-01 0:00,1,jeju,7,수집,공기질,초미세먼지,3.31,4.69,3.862,15.31,4,0.830662386,0.69,,20191001,0,0,,
2019-10-01 0:00,1,jeju,7,수집,공기질,온도,22.303,23.697,22.8606,91.303,4,0.834865259,0.697,,20191001,0,0,,
2019-10-01 0:00,1,jeju,8,수집,공기질,습도,87.766,89.234,88.4532,353.766,4,0.695701085,0.484,,20191001,0,0,,
2019-10-01 0:00,1,jeju,8,수집,공기질,초미세먼지,15.546,24.454,20.4092,81.546,4,3.271696807,10.704,,20191001,0,0,,
2019-10-01 0:00,1,jeju,8,수집,공기질,온도,18.637,19.563,19.0074,75.937,4,0.680441033,0.463,,20191001,0,0,,
2019-10-01 0:00,1,jeju,9,수집,공기질,습도,99.696,100.304,99.9392,399.696,4,0.55136195,0.304,,20191001,0,0,,
2019-10-01 0:00,1,jeju,9,수집,공기질,초미세먼지,3.528,6.472,4.9056,19.528,4,0.985900604,0.972,,20191001,0,0,,
2019-10-01 0:00,1,jeju,9,수집,공기질,온도,18.284,19.116,18.6168,74.384,4,0.64498062,0.416,,20191001,0,0,,
2019-10-01 0:00,1,jeju,10,수집,공기질,습도,82.526,84.474,83.7052,418.526,5,0.796241169,0.634,,20191001,0,0,,
2019-10-01 0:00,1,jeju,10,수집,공기질,초미세먼지,0.491,3.509,2.1482,8.491,4,1.093846424,1.1965,,20191001,0,0,,
2019-10-01 0:00,1,jeju,10,수집,공기질,온도,24.15,24.35,24.23,121.15,5,0.228910463,0.0524,,20191001,0,0,,
2019-10-01 0:00,1,jeju,11,수집,공기질,습도,88.899,90.101,89.7298,358.899,4,0.53712196,0.2885,,20191001,0,0,,
2019-10-01 0:00,1,jeju,11,수집,공기질,초미세먼지,1.88,2.12,1.976,7.88,4,0.346410162,0.12,,20191001,0,0,,
2019-10-01 0:00,1,jeju,11,수집,공기질,온도,24.176,24.524,24.3002,97.176,4,0.354788669,0.125875,,20191001,0,0,,
2019-10-01 0:00,1,jeju,12,수집,공기질,초미세먼지,3.532,8.468,6.1564,24.532,4,1.629570496,2.6555,,20191001,0,0,,
2019-10-01 0:00,1,jeju,13,수집,공기질,습도,84.704,86.296,85.3408,426.704,5,0.732120209,0.536,,20191001,0,0,,
2019-10-01 0:00,1,jeju,13,수집,공기질,초미세먼지,4.529,11.471,6.6558,26.529,4,2.580406945,6.6585,,20191001,0,0,,
2019-10-01 0:00,1,jeju,13,수집,공기질,온도,24.81,25.19,24.962,124.81,5,0.435889894,0.19,,20191001,0,0,,
2019-10-01 0:00,1,jeju,14,수집,공기질,습도,87.69,88.31,87.938,439.69,5,0.556776436,0.31,,20191001,0,0,,
2019-10-01 0:00,1,jeju,14,수집,공기질,초미세먼지,1.526,8.474,3.6552,14.526,4,2.580988183,6.6615,,20191001,0,0,,
2019-10-01 0:00,1,jeju,14,수집,공기질,온도,24.974,25.126,25.0348,125.174,5,0.168522995,0.0284,,20191001,0,0,,
2019-10-01 0:00,1,jeju,15,수집,공기질,초미세먼지,5.377,7.623,6.1254,24.377,4,0.900277735,0.8105,,20191001,0,0,,
2019-10-01 0:00,1,jeju,17,수집,공기질,습도,93.975,94.025,93.995,375.975,4,0.158113883,0.025,,20191001,0,0,,
2019-10-01 0:00,1,jeju,17,수집,공기질,초미세먼지,1.689,4.311,2.6878,10.689,4,0.999249719,0.9985,,20191001,0,0,,
2019-10-01 0:00,1,jeju,17,수집,공기질,온도,22.506,23.994,23.1112,92.306,4,0.834565755,0.6965,,20191001,0,0,,
2019-10-01 0:00,1,jeju,18,수집,공기질,습도,86.323,87.677,86.8646,347.323,4,0.822800097,0.677,,20191001,0,0,,
2019-10-01 0:00,1,jeju,18,수집,공기질,초미세먼지,2.959,7.041,4.9918,19.959,4,1.594051442,2.541,,20191001,0,0,,
2019-10-01 0:00,1,jeju,18,수집,공기질,온도,25.324,25.876,25.5448,102.124,4,0.525357021,0.276,,20191001,0,0,,
2019-10-01 0:00,1,jeju,19,수집,공기질,습도,93.36,94.64,93.872,469.36,5,0.8,0.64,,20191001,0,0,,
2019-10-01 0:00,1,jeju,19,수집,공기질,초미세먼지,1.807,3.193,2.7114,10.807,4,0.616846821,0.3805,,20191001,0,0,,
2019-10-01 0:00,1,jeju,19,수집,공기질,온도,23.936,24.464,24.1472,120.736,5,0.513809303,0.264,,20191001,0,0,,
2019-10-01 0:00,1,jeju,20,수집,공기질,습도,86.582,87.418,86.9164,434.582,5,0.646529195,0.418,,20191001,0,0,,
2019-10-01 0:00,1,jeju,20,수집,공기질,초미세먼지,5.821,11.179,8.7142,34.821,4,1.834802442,3.3665,,20191001,0,0,,
2019-10-01 0:00,1,jeju,20,수집,공기질,온도,24.429,24.771,24.5658,122.829,5,0.413521463,0.171,,20191001,0,0,,
2019-10-01 0:00,1,jeju,21,수집,공기질,습도,87.354,88.646,87.8708,439.354,5,0.803741252,0.646,,20191001,0,0,,
2019-10-01 0:00,1,jeju,21,수집,공기질,초미세먼지,1.377,4.623,2.8754,11.377,4,1.059716943,1.123,,20191001,0,0,,
2019-10-01 0:00,1,jeju,21,수집,공기질,온도,24.28,24.72,24.496,122.48,5,0.354400903,0.1256,,20191001,0,0,,
2019-10-01 0:00,1,jeju,23,수집,공기질,습도,91.402,92.598,91.8804,367.402,4,0.773304597,0.598,,20191001,0,0,,
2019-10-01 0:00,1,jeju,23,수집,공기질,초미세먼지,3.608,8.392,5.6716,22.608,4,1.60608219,2.5795,,20191001,0,0,,
