0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2019-08-11 0:00,1,jeju,16,수집,공기질,습도,78.951,80.049,79.1902,395.951,5,0.457165178,0.209,,20190811,0,0,,
2019-08-11 0:00,1,jeju,2,수집,공기질,습도,80.834,82.166,81.7668,408.834,5,0.570964097,0.326,,20190811,0,0,,
2019-08-11 0:00,1,jeju,2,수집,공기질,초미세먼지,11.562,15.438,13.6624,54.562,4,1.274950979,1.6255,,20190811,0,0,,
2019-08-11 0:00,1,jeju,2,수집,공기질,온도,27.345,28.655,27.869,139.345,5,0.809320703,0.655,,20190811,0,0,,
2019-08-11 0:00,1,jeju,3,수집,공기질,습도,62.651,64.349,63.7302,318.651,5,0.713442359,0.509,,20190811,0,0,,
2019-08-11 0:00,1,jeju,3,수집,공기질,초미세먼지,10.601,31.399,23.1702,92.601,4,7.455635452,55.5865,,20190811,0,0,,
2019-08-11 0:00,1,jeju,3,수집,공기질,온도,29.529,30.171,29.8058,149.029,5,0.522876658,0.2734,,20190811,0,0,,
2019-08-11 0:00,1,jeju,4,수집,공기질,습도,65.904,67.096,66.1808,330.904,5,0.505964426,0.256,,20190811,0,0,,
2019-08-11 0:00,1,jeju,4,수집,공기질,초미세먼지,17.363,28.637,23.1226,92.363,4,3.78477212,14.3245,,20190811,0,0,,
2019-08-11 0:00,1,jeju,4,수집,공기질,온도,29.066,30.134,29.4932,147.466,5,0.730753036,0.534,,20190811,0,0,,
2019-08-11 0:00,1,jeju,5,수집,공기질,습도,68.637,70.363,69.5274,347.637,5,0.776530746,0.603,,20190811,0,0,,
2019-08-11 0:00,1,jeju,5,수집,공기질,초미세먼지,12.441,15.559,14.3882,57.441,4,1.144115379,1.309,,20190811,0,0,,
2019-08-11 0:00,1,jeju,5,수집,공기질,온도,29.589,30.211,29.8978,149.489,5,0.466261729,0.2174,,20190811,0,0,,
2019-08-11 0:00,1,jeju,6,수집,공기질,습도,69.687,71.313,70.3374,351.687,5,0.743639698,0.553,,20190811,0,0,,
2019-08-11 0:00,1,jeju,6,수집,공기질,초미세먼지,31.561,39.439,35.1622,140.561,4,2.669550524,7.1265,,20190811,0,0,,
2019-08-11 0:00,1,jeju,6,수집,공기질,온도,26.389,26.811,26.5778,132.889,5,0.339116499,0.115,,20190811,0,0,,
2019-08-11 0:00,1,jeju,7,수집,공기질,습도,80.673,81.327,80.9346,404.673,5,0.571839138,0.327,,20190811,0,0,,
2019-08-11 0:00,1,jeju,7,수집,공기질,초미세먼지,9.991,13.009,11.2482,44.991,4,1.093846424,1.1965,,20190811,0,0,,
2019-08-11 0:00,1,jeju,7,수집,공기질,온도,26.147,26.253,26.1894,130.947,5,0.230217289,0.053,,20190811,0,0,,
2019-08-11 0:00,1,jeju,8,수집,공기질,습도,87.999,89.001,88.4998,353.999,4,0.500999002,0.251,,20190811,0,0,,
2019-08-11 0:00,1,jeju,8,수집,공기질,초미세먼지,15.988,34.012,25.4976,101.988,4,7.29808194,53.262,,20190811,0,0,,
2019-08-11 0:00,1,jeju,8,수집,공기질,온도,21.621,22.079,21.8142,87.221,4,0.426028168,0.1815,,20190811,0,0,,
2019-08-11 0:00,1,jeju,9,수집,공기질,습도,99.771,100.229,99.9542,499.771,5,0.478539445,0.229,,20190811,0,0,,
2019-08-11 0:00,1,jeju,9,수집,공기질,초미세먼지,22.761,26.239,24.7022,98.761,4,1.38798415,1.9265,,20190811,0,0,,
2019-08-11 0:00,1,jeju,9,수집,공기질,온도,20.243,20.857,20.5086,102.543,5,0.509313263,0.2594,,20190811,0,0,,
2019-08-11 0:00,1,jeju,10,수집,공기질,습도,76.684,77.316,76.9368,384.684,5,0.562138773,0.316,,20190811,0,0,,
2019-08-11 0:00,1,jeju,10,수집,공기질,초미세먼지,6.426,8.574,7.3852,29.426,4,0.907744457,0.824,,20190811,0,0,,
2019-08-11 0:00,1,jeju,10,수집,공기질,온도,28.462,29.338,28.8324,144.162,5,0.584807661,0.342,,20190811,0,0,,
2019-08-11 0:00,1,jeju,11,수집,공기질,습도,73.837,75.163,74.7674,373.837,5,0.56833089,0.323,,20190811,0,0,,
2019-08-11 0:00,1,jeju,11,수집,공기질,초미세먼지,9.416,14.584,12.3832,49.416,4,1.683448841,2.834,,20190811,0,0,,
2019-08-11 0:00,1,jeju,11,수집,공기질,온도,28.134,28.466,28.2668,141.334,5,0.407430976,0.166,,20190811,0,0,,
2019-08-11 0:00,1,jeju,12,수집,공기질,습도,99.528,100.472,99.9056,499.528,5,0.687022561,0.472,,20190811,0,0,,
2019-08-11 0:00,1,jeju,12,수집,공기질,초미세먼지,10.812,15.188,12.7124,50.812,4,1.541265714,2.3755,,20190811,0,0,,
2019-08-11 0:00,1,jeju,12,수집,공기질,온도,28.435,28.565,28.487,142.435,5,0.254950976,0.065,,20190811,0,0,,
2019-08-11 0:00,1,jeju,13,수집,공기질,습도,79.593,80.407,79.9186,399.593,5,0.637965516,0.407,,20190811,0,0,,
2019-08-11 0:00,1,jeju,13,수집,공기질,초미세먼지,15.539,21.461,18.1578,72.539,4,1.910104709,3.6485,,20190811,0,0,,
2019-08-11 0:00,1,jeju,13,수집,공기질,온도,27.497,27.903,27.6594,138.297,5,0.450555213,0.203,,20190811,0,0,,
2019-08-11 0:00,1,jeju,14,수집,공기질,습도,76.675,77.325,76.935,384.675,5,0.570087713,0.325,,20190811,0,0,,
2019-08-11 0:00,1,jeju,14,수집,공기질,초미세먼지,12.316,18.684,14.8632,59.316,4,2.045482828,4.184,,20190811,0,0,,
2019-08-11 0:00,1,jeju,14,수집,공기질,온도,28.089,29.311,28.5778,142.889,5,0.78166489,0.611,,20190811,0,0,,
2019-08-11 0:00,1,jeju,15,수집,공기질,습도,99.666,100.334,99.9332,499.666,5,0.577927331,0.334,,20190811,0,0,,
2019-08-11 0:00,1,jeju,15,수집,공기질,초미세먼지,17.875,21.125,20.225,80.875,4,1.346291202,1.8125,,20190811,0,0,,
2019-08-11 0:00,1,jeju,15,수집,공기질,온도,25.681,26.219,25.9362,129.681,5,0.469680743,0.2206,,20190811,0,0,,
2019-08-11 0:00,1,jeju,16,수집,공기질,초미세먼지,11.635,16.365,13.927,55.635,4,1.692631088,2.865,,20190811,0,0,,
2019-08-11 0:00,1,jeju,16,수집,공기질,온도,28.193,28.207,28.1986,140.993,5,0.083666003,0.007,,20190811,0,0,,
2019-08-11 0:00,1,jeju,17,수집,공기질,습도,82.998,83.002,82.9996,414.998,5,0.04472136,0.002,,20190811,0,0,,
2019-08-11 0:00,1,jeju,17,수집,공기질,초미세먼지,8.774,10.226,9.2048,36.774,4,0.643039657,0.4135,,20190811,0,0,,
2019-08-11 0:00,1,jeju,17,수집,공기질,온도,27.961,28.739,28.3122,141.561,5,0.583609458,0.3406,,20190811,0,0,,
2019-08-11 0:00,1,jeju,18,수집,공기질,초미세먼지,21.846,28.154,24.7192,98.846,4,2.200340883,4.8415,,20190811,0,0,,
2019-08-11 0:00,1,jeju,19,수집,공기질,습도,81.822,83.178,82.7644,413.822,5,0.581377674,0.338,,20190811,0,0,,
2019-08-11 0:00,1,jeju,19,수집,공기질,초미세먼지,11.74,15.26,13.698,54.74,4,1.395528574,1.9475,,20190811,0,0,,
2019-08-11 0:00,1,jeju,19,수집,공기질,온도,28.115,28.985,28.443,142.215,5,0.621771662,0.3866,,20190811,0,0,,
2019-08-11 0:00,1,jeju,20,수집,공기질,습도,77.79,78.21,77.958,389.79,5,0.458257569,0.21,,20190811,0,0,,
