0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
2019-01-01 0:00,1,jeju,2,수집,공기질,습도,63.344,64.656,63.8688,319.344,5,0.809938269,0.656,,20190101,0,0,,
2019-01-01 0:00,1,jeju,2,수집,공기질,초미세먼지,14.384,33.616,25.8768,129.384,5,6.528093137,42.616,,20190101,0,0,,
2019-01-01 0:00,1,jeju,3,수집,공기질,습도,55.521,57.479,56.5042,282.521,5,0.847938677,0.719,,20190101,0,0,,
2019-01-01 0:00,1,jeju,3,수집,공기질,초미세먼지,5.43,32.57,15.486,77.43,5,9.92018145,98.41,,20190101,0,0,,
2019-01-01 0:00,1,jeju,4,수집,공기질,습도,58.557,60.443,59.3114,296.557,5,0.82643814,0.683,,20190101,0,0,,
2019-01-01 0:00,1,jeju,4,수집,공기질,초미세먼지,10.596,21.404,13.5192,67.596,5,3.826747967,14.644,,20190101,0,0,,
2019-01-01 0:00,1,jeju,5,수집,공기질,습도,59.691,64.309,62.1382,310.691,5,1.693812268,2.869,,20190101,0,0,,
2019-01-01 0:00,1,jeju,5,수집,공기질,초미세먼지,15.954,57.046,26.1908,130.954,5,15.56296887,242.206,,20190101,0,0,,
2019-01-01 0:00,1,jeju,6,수집,공기질,습도,71.847,73.153,72.1694,360.847,5,0.559464029,0.313,,20190101,0,0,,
2019-01-01 0:00,1,jeju,6,수집,공기질,초미세먼지,16.566,33.434,25.1132,125.566,5,6.371342088,40.594,,20190101,0,0,,
2019-01-01 0:00,1,jeju,7,수집,공기질,습도,68.69,70.31,69.138,345.69,5,0.68556546,0.47,,20190101,0,0,,
2019-01-01 0:00,1,jeju,7,수집,공기질,초미세먼지,12.921,40.079,23.3842,116.921,5,12.37412623,153.119,,20190101,0,0,,
2019-01-01 0:00,1,jeju,8,수집,공기질,습도,86.411,88.589,87.6822,438.411,5,0.865447861,0.749,,20190101,0,0,,
2019-01-01 0:00,1,jeju,8,수집,공기질,초미세먼지,22.593,53.407,31.3186,156.593,5,10.92918112,119.447,,20190101,0,0,,
2019-01-01 0:00,1,jeju,9,수집,공기질,습도,71.924,73.076,72.5848,362.924,5,0.562138773,0.316,,20190101,0,0,,
2019-01-01 0:00,1,jeju,9,수집,공기질,초미세먼지,28.579,36.421,32.9158,164.579,5,3.349776112,11.221,,20190101,0,0,,
2019-01-01 0:00,1,jeju,10,수집,공기질,습도,59.796,60.204,59.9592,299.796,5,0.451663592,0.204,,20190101,0,0,,
2019-01-01 0:00,1,jeju,10,수집,공기질,초미세먼지,7.372,24.628,15.8744,79.372,5,6.467456996,41.828,,20190101,0,0,,
2019-01-01 0:00,1,jeju,11,수집,공기질,습도,61.881,63.119,62.3762,311.881,5,0.599166087,0.359,,20190101,0,0,,
2019-01-01 0:00,1,jeju,11,수집,공기질,초미세먼지,8.702,25.298,15.7404,78.702,5,5.182470453,26.858,,20190101,0,0,,
